Nome Completo,CPF,Logradouro,Munic¡pio da NotificaÆo,Telefone de Contato,EvoluÆo Caso,Data da NotificaÆo,CEP,Resultado do Teste,Sexo,IDADE,Data do in¡cio dos sintomas
FULANE SILVE,88889092,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-20,0,Negativo,Feminino,32,13/05/2020
FULANE SILVE,88889093,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-14,0,Negativo,Feminino,32,09/05/2020
FULANE SILVE,88889094,RUA LUGAR NENHUM,Mariana,99999999,,2020-07-13,0,,Masculino,92,13/07/2020
FULANE SILVE,88889095,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-23,0,Negativo,Masculino,37,23/06/2020
FULANE SILVE,88889096,RUA LUGAR NENHUM,Rio Piracicaba,99999999,,2020-06-23,0,Positivo,Masculino,32,20/06/2020
FULANE SILVE,88889097,RUA LUGAR NENHUM,Mariana,99999999,,2020-06-15,0,Positivo,Feminino,89,09/06/2020
FULANE SILVE,88889098,RUA LUGAR NENHUM,SÆo Paulo,99999999,,2020-06-25,0,Negativo,Masculino,59,24/06/2020
FULANE SILVE,88889099,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-03-30,0,,Masculino,3,28/03/2020
FULANE SILVE,88889100,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-26,0,Negativo,Masculino,12,26/05/2020
FULANE SILVE,88889101,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-19,0,Negativo,Masculino,25,19/06/2020
FULANE SILVE,88889102,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-03-19,0,,Masculino,5,15/03/2020
FULANE SILVE,88889103,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-10,0,,Masculino,1,06/05/2020
FULANE SILVE,88889104,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-06,0,Negativo,Masculino,28,20/05/2020
FULANE SILVE,88889105,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-29,0,Negativo,Masculino,59,29/05/2020
FULANE SILVE,88889106,RUA LUGAR NENHUM,Itabirito,99999999,,2020-06-25,0,Negativo,Masculino,29,02/06/2020
FULANE SILVE,88889107,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-29,0,Negativo,Feminino,48,29/05/2020
FULANE SILVE,88889108,RUA LUGAR NENHUM,Mariana,99999999,,2020-05-13,0,,Feminino,2,06/05/2020
FULANE SILVE,88889109,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-06,0,Negativo,Feminino,31,05/06/2020
FULANE SILVE,88889110,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-31,0,Negativo,Feminino,24,29/05/2020
FULANE SILVE,88889111,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-14,0,Negativo,Feminino,33,26/05/2020
FULANE SILVE,88889112,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-06,0,Negativo,Feminino,24,05/06/2020
FULANE SILVE,88889113,RUA LUGAR NENHUM,Mariana,99999999,Em tratamento domiciliar,2020-05-25,0,Positivo,Masculino,42,22/05/2020
FULANE SILVE,88889114,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-16,0,Negativo,Masculino,44,16/06/2020
FULANE SILVE,88889115,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-07-10,0,Positivo,Feminino,69,05/07/2020
FULANE SILVE,88889116,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-03-27,0,,Masculino,5,22/03/2020
FULANE SILVE,88889117,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-21,0,Negativo,Masculino,69,21/04/2020
FULANE SILVE,88889118,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-08,0,Negativo,Masculino,13,08/06/2020
FULANE SILVE,88889119,RUA LUGAR NENHUM,SÆo Paulo,99999999,,2020-06-26,0,Negativo,Masculino,28,22/06/2020
FULANE SILVE,88889120,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-08,0,Negativo,Feminino,1,08/06/2020
FULANE SILVE,88889121,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-27,0,Negativo,Masculino,65,27/05/2020
FULANE SILVE,88889122,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-08,0,Negativo,Feminino,10,08/06/2020
FULANE SILVE,88889123,RUA LUGAR NENHUM,SÆo Paulo,99999999,,2020-05-28,0,Negativo,Masculino,35,26/05/2020
FULANE SILVE,88889124,RUA LUGAR NENHUM,Nova Lima,99999999,,2020-06-30,0,Positivo,Masculino,30,29/06/2020
FULANE SILVE,88889125,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-31,0,Negativo,Masculino,27,25/05/2020
FULANE SILVE,88889126,RUA LUGAR NENHUM,Belo Horizonte,99999999,,2020-07-07,0,,Masculino,47,03/07/2020
FULANE SILVE,88889127,RUA LUGAR NENHUM,Belo Horizonte,99999999,,2020-06-04,0,Negativo,Masculino,33,04/06/2020
FULANE SILVE,88889128,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-07-20,0,Negativo,Feminino,22,20/07/2020
FULANE SILVE,88889129,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-22,0,Negativo,Feminino,43,23/02/2020
FULANE SILVE,88889130,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-07,0,Negativo,Feminino,27,21/05/2020
FULANE SILVE,88889131,RUA LUGAR NENHUM,Campinas,99999999,,2020-06-22,0,Negativo,Feminino,28,20/06/2020
FULANE SILVE,88889132,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-07-15,0,Negativo,Masculino,40,15/07/2020
FULANE SILVE,88889133,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-04-07,0,,Masculino,30,04/04/2020
FULANE SILVE,88889134,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-04,0,Negativo,Masculino,33,01/06/2020
FULANE SILVE,88889135,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-07-17,0,Negativo,Masculino,33,17/07/2020
FULANE SILVE,88889136,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-03-23,0,,Masculino,35,21/03/2020
FULANE SILVE,88889137,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-17,0,Negativo,Masculino,33,17/06/2020
FULANE SILVE,88889138,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-30,0,Negativo,Masculino,37,30/05/2020
FULANE SILVE,88889139,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-07-05,0,,Masculino,32,01/07/2020
FULANE SILVE,88889140,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-04,0,Negativo,Masculino,31,02/06/2020
FULANE SILVE,88889141,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-15,0,Negativo,Masculino,32,15/06/2020
FULANE SILVE,88889142,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-08,0,Negativo,Masculino,54,03/06/2020
FULANE SILVE,88889143,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-03-23,0,,Masculino,25,20/03/2020
FULANE SILVE,88889144,RUA LUGAR NENHUM,Ouro Preto,99999999,Em tratamento domiciliar,2020-06-24,0,,Masculino,32,23/06/2020
FULANE SILVE,88889145,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-30,0,Negativo,Masculino,34,30/05/2020
FULANE SILVE,88889146,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-07-10,0,Negativo,Masculino,13,03/07/2020
FULANE SILVE,88889147,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-17,0,Negativo,Feminino,39,20/03/2020
FULANE SILVE,88889148,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-03-25,0,,Feminino,32,18/03/2020
FULANE SILVE,88889149,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-03-26,0,,Feminino,28,24/03/2020
FULANE SILVE,88889150,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-10,0,Negativo,Feminino,39,10/06/2020
FULANE SILVE,88889151,RUA LUGAR NENHUM,Ouro Preto,99999999,Cura,2020-06-03,0,Positivo,Feminino,30,03/06/2020
FULANE SILVE,88889152,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-06,0,Negativo,Masculino,32,05/06/2020
FULANE SILVE,88889153,RUA LUGAR NENHUM,Ouro Preto,99999999,Cura,2020-03-30,0,,Feminino,18,28/03/2020
FULANE SILVE,88889154,RUA LUGAR NENHUM,Mariana,99999999,,2020-04-26,0,,Feminino,39,22/04/2020
FULANE SILVE,88889155,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-06,0,Negativo,Feminino,33,30/05/2020
FULANE SILVE,88889156,RUA LUGAR NENHUM,Rio Piracicaba,99999999,,2020-07-06,0,Negativo,Masculino,47,15/06/2020
FULANE SILVE,88889157,RUA LUGAR NENHUM,SÆo Paulo,99999999,,2020-06-02,0,Negativo,Feminino,28,11/03/2020
FULANE SILVE,88889158,RUA LUGAR NENHUM,Mariana,99999999,,2020-06-16,0,Positivo,Masculino,72,08/06/2020
FULANE SILVE,88889159,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-04,0,Negativo,Masculino,40,02/06/2020
FULANE SILVE,88889160,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-31,0,Negativo,Masculino,33,28/05/2020
FULANE SILVE,88889161,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-18,0,Negativo,Masculino,34,17/06/2020
FULANE SILVE,88889162,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-18,0,Negativo,Masculino,62,
FULANE SILVE,88889163,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-03-19,0,,Masculino,33,19/03/2020
FULANE SILVE,88889164,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-15,0,Negativo,Masculino,38,15/06/2020
FULANE SILVE,88889165,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-07-15,0,Negativo,Masculino,59,15/07/2020
FULANE SILVE,88889166,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-07,0,Negativo,Masculino,40,05/06/2020
FULANE SILVE,88889167,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-16,0,Negativo,Masculino,34,16/06/2020
FULANE SILVE,88889168,RUA LUGAR NENHUM,SÆo Paulo,99999999,,2020-05-22,0,Negativo,Masculino,55,22/05/2020
FULANE SILVE,88889169,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-17,0,Negativo,Masculino,39,17/06/2020
FULANE SILVE,88889170,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-31,0,Negativo,Masculino,42,29/05/2020
FULANE SILVE,88889171,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-15,0,Negativo,Masculino,35,15/06/2020
FULANE SILVE,88889172,RUA LUGAR NENHUM,Belo Horizonte,99999999,,2020-07-11,0,Negativo,Masculino,31,11/07/2020
FULANE SILVE,88889173,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-17,0,Negativo,Masculino,35,17/06/2020
FULANE SILVE,88889174,RUA LUGAR NENHUM,SÆo Paulo,99999999,,2020-06-02,0,Positivo,Masculino,58,29/05/2020
FULANE SILVE,88889175,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-30,0,Negativo,Masculino,51,30/05/2020
FULANE SILVE,88889176,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-08,0,Negativo,Masculino,29,03/06/2020
FULANE SILVE,88889177,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-22,0,Positivo,Masculino,63,07/06/2020
FULANE SILVE,88889178,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-26,0,Negativo,Masculino,54,26/06/2020
FULANE SILVE,88889179,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-25,0,Negativo,Masculino,37,25/06/2020
FULANE SILVE,88889180,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-15,0,,Masculino,46,04/06/2020
FULANE SILVE,88889181,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-07-10,0,Negativo,Masculino,48,09/07/2020
FULANE SILVE,88889182,RUA LUGAR NENHUM,Belo Horizonte,99999999,,2020-07-06,0,,Feminino,39,03/07/2020
FULANE SILVE,88889183,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-24,0,Negativo,Feminino,31,16/06/2020
FULANE SILVE,88889184,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-22,0,Negativo,Feminino,26,22/06/2020
FULANE SILVE,88889185,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-07-16,0,Negativo,Masculino,38,26/05/2020
FULANE SILVE,88889186,RUA LUGAR NENHUM,SÆo Paulo,99999999,,2020-06-02,0,Positivo,Masculino,45,29/05/2020
FULANE SILVE,88889187,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-07-15,0,Negativo,Masculino,28,08/07/2020
FULANE SILVE,88889188,RUA LUGAR NENHUM,Ouro Preto,99999999,Cura,2020-05-12,0,Negativo,Feminino,57,09/05/2020
FULANE SILVE,88889189,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-31,0,Negativo,Feminino,41,29/05/2020
FULANE SILVE,88889190,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-07-05,0,Negativo,Feminino,75,26/06/2020
FULANE SILVE,88889191,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-03,0,Negativo,Feminino,27,03/06/2020
FULANE SILVE,88889192,RUA LUGAR NENHUM,Novo Cruzeiro,99999999,Cura,2020-05-21,0,,Feminino,30,14/05/2020
FULANE SILVE,88889193,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-30,0,Negativo,Masculino,57,30/05/2020
FULANE SILVE,88889194,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-16,0,Negativo,Masculino,38,16/06/2020
FULANE SILVE,88889195,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-04,0,Negativo,Masculino,50,01/06/2020
FULANE SILVE,88889196,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-05,0,Negativo,Masculino,28,05/06/2020
FULANE SILVE,88889197,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-10,0,Negativo,Masculino,56,09/06/2020
FULANE SILVE,88889198,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-23,0,Negativo,Masculino,49,23/06/2020
FULANE SILVE,88889199,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-16,0,Negativo,Masculino,49,16/06/2020
FULANE SILVE,88889200,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-17,0,Negativo,Masculino,34,17/06/2020
FULANE SILVE,88889201,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-31,0,Negativo,Masculino,31,29/05/2020
FULANE SILVE,88889202,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-31,0,Negativo,Masculino,38,28/05/2020
FULANE SILVE,88889203,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-10,0,Negativo,Masculino,31,09/06/2020
FULANE SILVE,88889204,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-07-13,0,Negativo,Masculino,29,13/07/2020
FULANE SILVE,88889205,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-07-06,0,Negativo,Masculino,27,25/05/2020
FULANE SILVE,88889206,RUA LUGAR NENHUM,Manaus,99999999,,2020-06-08,0,Positivo,Masculino,49,25/05/2020
FULANE SILVE,88889207,RUA LUGAR NENHUM,Ouro Preto,99999999,Cura,2020-03-30,0,,Masculino,49,14/03/2020
FULANE SILVE,88889208,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-07-20,0,,Masculino,24,16/07/2020
FULANE SILVE,88889209,RUA LUGAR NENHUM,Mariana,99999999,,2020-06-01,0,,Feminino,32,29/05/2020
FULANE SILVE,88889210,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-03-31,0,,Feminino,19,26/03/2020
FULANE SILVE,88889211,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-30,0,Negativo,Masculino,40,30/05/2020
FULANE SILVE,88889212,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-04,0,Negativo,Feminino,28,01/06/2020
FULANE SILVE,88889213,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-14,0,Negativo,Feminino,45,22/05/2020
FULANE SILVE,88889214,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-01,0,Negativo,Feminino,27,01/06/2020
FULANE SILVE,88889215,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-07-11,0,,Masculino,38,08/07/2020
FULANE SILVE,88889216,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-28,0,Negativo,Feminino,48,04/06/2020
FULANE SILVE,88889217,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-04-11,0,,Feminino,37,09/04/2020
FULANE SILVE,88889218,RUA LUGAR NENHUM,SÆo Paulo,99999999,,2020-06-05,0,Positivo,Feminino,41,04/06/2020
FULANE SILVE,88889219,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-26,0,Negativo,Feminino,55,26/05/2020
FULANE SILVE,88889220,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-07-19,0,Negativo,Feminino,58,19/07/2020
FULANE SILVE,88889221,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-25,0,Negativo,Feminino,53,24/06/2020
FULANE SILVE,88889222,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-07-10,0,Negativo,Feminino,50,09/07/2020
FULANE SILVE,88889223,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-05,0,Negativo,Feminino,46,30/05/2020
FULANE SILVE,88889224,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-02,0,Negativo,Feminino,46,01/06/2020
FULANE SILVE,88889225,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-15,0,Negativo,Feminino,45,15/06/2020
FULANE SILVE,88889226,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-31,0,Negativo,Masculino,49,29/05/2020
FULANE SILVE,88889227,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-07-08,0,Positivo,Masculino,35,08/07/2020
FULANE SILVE,88889228,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-16,0,Negativo,Masculino,39,16/06/2020
FULANE SILVE,88889229,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-07-10,0,Negativo,Masculino,27,09/07/2020
FULANE SILVE,88889230,RUA LUGAR NENHUM,Mariana,99999999,,2020-05-25,0,Negativo,Masculino,38,25/05/2020
FULANE SILVE,88889231,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-31,0,Negativo,Masculino,47,28/05/2020
FULANE SILVE,88889232,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-16,0,Negativo,Masculino,41,15/06/2020
FULANE SILVE,88889233,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-04,0,Negativo,Masculino,50,04/06/2020
FULANE SILVE,88889234,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-07-07,0,Negativo,Masculino,83,06/07/2020
FULANE SILVE,88889235,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-07-10,0,Negativo,Masculino,34,10/07/2020
FULANE SILVE,88889236,RUA LUGAR NENHUM,Santa B rbara,99999999,,2020-06-26,0,Negativo,Masculino,39,26/06/2020
FULANE SILVE,88889237,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-12,0,Negativo,Masculino,47,29/05/2020
FULANE SILVE,88889238,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-07-10,0,Negativo,Masculino,47,10/07/2020
FULANE SILVE,88889239,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-16,0,Negativo,Masculino,48,16/06/2020
FULANE SILVE,88889240,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-07-14,0,Negativo,Masculino,58,14/07/2020
FULANE SILVE,88889241,RUA LUGAR NENHUM,SÆo Paulo,99999999,,2020-06-25,0,Negativo,Masculino,48,22/06/2020
FULANE SILVE,88889242,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-22,0,Negativo,Masculino,39,19/06/2020
FULANE SILVE,88889243,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-22,0,Negativo,Masculino,48,22/06/2020
FULANE SILVE,88889244,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-24,0,Negativo,Masculino,52,15/06/2020
FULANE SILVE,88889245,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-09,0,Negativo,Masculino,53,09/06/2020
FULANE SILVE,88889246,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-07-11,0,Negativo,Feminino,52,11/07/2020
FULANE SILVE,88889247,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-10,0,Negativo,Masculino,22,10/06/2020
FULANE SILVE,88889248,RUA LUGAR NENHUM,Itamarandiba,99999999,,2020-06-22,0,,Masculino,36,11/06/2020
FULANE SILVE,88889249,RUA LUGAR NENHUM,Belo Horizonte,99999999,,2020-06-04,0,Negativo,Masculino,32,04/06/2020
FULANE SILVE,88889250,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-31,0,Negativo,Masculino,58,26/05/2020
FULANE SILVE,88889251,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-15,0,Negativo,Masculino,41,15/06/2020
FULANE SILVE,88889252,RUA LUGAR NENHUM,Mariana,99999999,,2020-06-09,0,,Feminino,34,06/06/2020
FULANE SILVE,88889253,RUA LUGAR NENHUM,Contagem,99999999,Cura,2020-07-02,0,Negativo,Feminino,25,17/06/2020
FULANE SILVE,88889254,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-30,0,Negativo,Masculino,41,29/06/2020
FULANE SILVE,88889255,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-17,0,Negativo,Masculino,20,17/06/2020
FULANE SILVE,88889256,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-10,0,Negativo,Masculino,34,09/06/2020
FULANE SILVE,88889257,RUA LUGAR NENHUM,Mariana,99999999,,2020-07-02,0,,Masculino,26,29/06/2020
FULANE SILVE,88889258,RUA LUGAR NENHUM,Belo Horizonte,99999999,,2020-06-05,0,Negativo,Masculino,30,05/06/2020
FULANE SILVE,88889259,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-31,0,Negativo,Masculino,40,29/05/2020
FULANE SILVE,88889260,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-17,0,Negativo,Masculino,37,17/06/2020
FULANE SILVE,88889261,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-04,0,Negativo,Masculino,41,03/06/2020
FULANE SILVE,88889262,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-17,0,Negativo,Masculino,38,17/06/2020
FULANE SILVE,88889263,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-04,0,Negativo,Masculino,52,01/06/2020
FULANE SILVE,88889264,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-14,0,Negativo,Masculino,48,26/05/2020
FULANE SILVE,88889265,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-07-09,0,Negativo,Masculino,36,09/07/2020
FULANE SILVE,88889266,RUA LUGAR NENHUM,ConceiÆo do Mato Dentro,99999999,,2020-06-24,0,Negativo,Masculino,48,24/06/2020
FULANE SILVE,88889267,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-30,0,Negativo,Masculino,43,30/05/2020
FULANE SILVE,88889268,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-07-06,0,,Masculino,25,06/07/2020
FULANE SILVE,88889269,RUA LUGAR NENHUM,Itabirito,99999999,,2020-06-12,0,Negativo,Feminino,54,12/06/2020
FULANE SILVE,88889270,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-15,0,Negativo,Feminino,66,19/05/2020
FULANE SILVE,88889271,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-18,0,Negativo,Feminino,58,25/05/2020
FULANE SILVE,88889272,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-31,0,Negativo,Masculino,42,25/05/2020
FULANE SILVE,88889273,RUA LUGAR NENHUM,Ouro Preto,99999999,Cura,2020-05-21,0,Negativo,Feminino,57,18/05/2020
FULANE SILVE,88889274,RUA LUGAR NENHUM,Mariana,99999999,,2020-05-26,0,Positivo,Masculino,56,26/05/2020
FULANE SILVE,88889275,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-18,0,,Feminino,23,17/05/2020
FULANE SILVE,88889276,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-07-03,0,Negativo,Feminino,32,20/06/2020
FULANE SILVE,88889277,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-15,0,Negativo,Feminino,26,23/05/2020
FULANE SILVE,88889278,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-04-22,0,,Feminino,0,18/04/2020
FULANE SILVE,88889279,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-07-14,0,,Feminino,18,13/07/2020
FULANE SILVE,88889280,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-16,0,Negativo,Masculino,35,15/06/2020
FULANE SILVE,88889281,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-16,0,Negativo,Feminino,39,16/06/2020
FULANE SILVE,88889282,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-03-31,0,,Feminino,44,13/03/2020
FULANE SILVE,88889283,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-03-18,0,,Feminino,44,13/03/2020
FULANE SILVE,88889284,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-04,0,Negativo,Feminino,38,01/06/2020
FULANE SILVE,88889285,RUA LUGAR NENHUM,Itabira,99999999,,2020-07-13,0,Negativo,Masculino,39,20/05/2020
FULANE SILVE,88889286,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-16,0,Negativo,Masculino,31,15/05/2020
FULANE SILVE,88889287,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-30,0,Negativo,Masculino,34,30/05/2020
FULANE SILVE,88889288,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-31,0,Negativo,Masculino,32,28/05/2020
FULANE SILVE,88889289,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-31,0,Negativo,Masculino,40,25/05/2020
FULANE SILVE,88889290,RUA LUGAR NENHUM,Ouro Preto,99999999,Cancelado,2020-04-27,0,Negativo,Masculino,37,20/04/2020
FULANE SILVE,88889291,RUA LUGAR NENHUM,SÆo Paulo,99999999,,2020-06-29,0,Negativo,Masculino,34,25/06/2020
FULANE SILVE,88889292,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-15,0,Negativo,Masculino,40,15/06/2020
FULANE SILVE,88889293,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-19,0,Negativo,Masculino,34,19/06/2020
FULANE SILVE,88889294,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-16,0,Negativo,Masculino,39,16/06/2020
FULANE SILVE,88889295,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-07-14,0,Negativo,Masculino,28,14/07/2020
FULANE SILVE,88889296,RUA LUGAR NENHUM,SÆo Paulo,99999999,,2020-07-01,0,Negativo,Feminino,26,26/06/2020
FULANE SILVE,88889297,RUA LUGAR NENHUM,Ouro Preto,99999999,Cancelado,2020-04-01,0,Negativo,Feminino,41,28/03/2020
