Nome Completo,CPF,Logradouro,Munic¡pio da NotificaÆo,Telefone de Contato,EvoluÆo Caso,Data da NotificaÆo,CEP,Resultado do Teste,Sexo,IDADE,Data do in¡cio dos sintomas
FULANE SILVE,88890267,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-27,0,,Feminino,25,18/05/2020
FULANE SILVE,88890268,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-04,0,Negativo,Masculino,40,01/06/2020
FULANE SILVE,88890269,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-28,0,Negativo,Masculino,21,28/05/2020
FULANE SILVE,88890270,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-31,0,Negativo,Masculino,27,28/05/2020
FULANE SILVE,88890271,RUA LUGAR NENHUM,Belo Horizonte,99999999,,2020-06-04,0,Negativo,Masculino,29,04/06/2020
FULANE SILVE,88890272,RUA LUGAR NENHUM,Santa B rbara,99999999,,2020-06-26,0,Negativo,Masculino,24,26/06/2020
FULANE SILVE,88890273,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-19,0,Negativo,Masculino,27,19/06/2020
FULANE SILVE,88890274,RUA LUGAR NENHUM,Belo Horizonte,99999999,,2020-05-13,0,,Feminino,27,10/05/2020
FULANE SILVE,88890275,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-16,0,Negativo,Masculino,38,15/06/2020
FULANE SILVE,88890276,RUA LUGAR NENHUM,Bras¡lia,99999999,,2020-06-30,0,,Masculino,80,25/05/2020
FULANE SILVE,88890277,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-07-04,0,,Feminino,22,30/06/2020
FULANE SILVE,88890278,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-20,0,Negativo,Masculino,48,18/06/2020
FULANE SILVE,88890279,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-31,0,Negativo,Masculino,23,29/05/2020
FULANE SILVE,88890280,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-15,0,Negativo,Masculino,39,15/06/2020
FULANE SILVE,88890281,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-06,0,,Feminino,0,30/04/2020
FULANE SILVE,88890282,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-03-22,0,,Masculino,2,19/03/2020
FULANE SILVE,88890283,RUA LUGAR NENHUM,Belo Horizonte,99999999,,2020-06-04,0,Negativo,Masculino,44,04/06/2020
FULANE SILVE,88890284,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-16,0,Negativo,Masculino,56,16/06/2020
FULANE SILVE,88890285,RUA LUGAR NENHUM,Itabira,99999999,,2020-07-07,0,Negativo,Masculino,39,07/07/2020
FULANE SILVE,88890286,RUA LUGAR NENHUM,SÆo Paulo,99999999,,2020-07-13,0,Negativo,Masculino,39,08/07/2020
FULANE SILVE,88890287,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-26,0,Negativo,Masculino,31,25/06/2020
FULANE SILVE,88890288,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-07-13,0,Negativo,Masculino,41,13/07/2020
FULANE SILVE,88890289,RUA LUGAR NENHUM,Itabirito,99999999,,2020-06-19,0,Positivo,Masculino,46,03/06/2020
FULANE SILVE,88890290,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-18,0,Negativo,Masculino,50,18/06/2020
FULANE SILVE,88890291,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-31,0,Negativo,Masculino,54,26/05/2020
FULANE SILVE,88890292,RUA LUGAR NENHUM,SÆo Paulo,99999999,,2020-06-01,0,Positivo,Masculino,30,01/06/2020
FULANE SILVE,88890293,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-07-08,0,Negativo,Masculino,31,25/05/2020
FULANE SILVE,88890294,RUA LUGAR NENHUM,Rio Piracicaba,99999999,,2020-06-23,0,Positivo,Masculino,24,22/06/2020
FULANE SILVE,88890295,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-19,0,Negativo,Masculino,54,07/06/2020
FULANE SILVE,88890296,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-02,0,Negativo,Masculino,73,15/05/2020
FULANE SILVE,88890297,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-31,0,Negativo,Masculino,59,27/05/2020
FULANE SILVE,88890298,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-15,0,Negativo,Masculino,37,15/06/2020
FULANE SILVE,88890299,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-16,0,Negativo,Masculino,32,16/06/2020
FULANE SILVE,88890300,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-26,0,Negativo,Masculino,30,26/06/2020
FULANE SILVE,88890301,RUA LUGAR NENHUM,Cipotnea,99999999,,2020-07-13,0,,Masculino,48,12/07/2020
FULANE SILVE,88890302,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-03,0,Negativo,Masculino,31,03/06/2020
FULANE SILVE,88890303,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-31,0,Negativo,Masculino,51,28/05/2020
FULANE SILVE,88890304,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-30,0,Negativo,Masculino,45,29/06/2020
FULANE SILVE,88890305,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-22,0,,Masculino,24,21/06/2020
FULANE SILVE,88890306,RUA LUGAR NENHUM,Mariana,99999999,,2020-04-20,0,,Feminino,28,17/04/2020
FULANE SILVE,88890307,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-03-26,0,,Feminino,31,26/03/2020
FULANE SILVE,88890308,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-22,0,Negativo,Masculino,27,22/06/2020
FULANE SILVE,88890309,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-10,0,Negativo,Feminino,33,10/06/2020
FULANE SILVE,88890310,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-14,0,Negativo,Masculino,50,26/05/2020
FULANE SILVE,88890311,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-01,0,Negativo,Feminino,58,01/06/2020
FULANE SILVE,88890312,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-07-08,0,Negativo,Masculino,41,08/07/2020
FULANE SILVE,88890313,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-20,0,Negativo,Masculino,33,19/06/2020
FULANE SILVE,88890314,RUA LUGAR NENHUM,Itabira,99999999,,2020-07-16,0,Negativo,Masculino,37,05/06/2020
FULANE SILVE,88890315,RUA LUGAR NENHUM,Itabirito,99999999,,2020-06-19,0,Positivo,Masculino,49,02/06/2020
FULANE SILVE,88890316,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-16,0,Negativo,Masculino,47,16/06/2020
FULANE SILVE,88890317,RUA LUGAR NENHUM,Ouro Preto,99999999,Cancelado,2020-04-04,0,Negativo,Masculino,38,02/04/2020
FULANE SILVE,88890318,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-07,0,Negativo,Masculino,33,05/06/2020
FULANE SILVE,88890319,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-07-06,0,Negativo,Masculino,51,06/07/2020
FULANE SILVE,88890320,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-15,0,Negativo,Masculino,45,15/06/2020
FULANE SILVE,88890321,RUA LUGAR NENHUM,SÆo Paulo,99999999,,2020-06-24,0,Negativo,Masculino,52,18/06/2020
FULANE SILVE,88890322,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-20,0,Negativo,Masculino,36,19/06/2020
FULANE SILVE,88890323,RUA LUGAR NENHUM,Ouro Preto,99999999,Cura,2020-06-10,0,Positivo,Feminino,36,09/06/2020
FULANE SILVE,88890324,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-07-06,0,Negativo,Feminino,72,06/07/2020
FULANE SILVE,88890325,RUA LUGAR NENHUM,SÆo Paulo,99999999,Cura,2020-07-02,0,Negativo,Feminino,25,30/06/2020
FULANE SILVE,88890326,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-03-24,0,,Feminino,43,23/03/2020
FULANE SILVE,88890327,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-07-13,0,,Feminino,42,12/07/2020
FULANE SILVE,88890328,RUA LUGAR NENHUM,SÆo Gonalo do Rio Abaixo,99999999,,2020-07-09,0,Negativo,Masculino,56,06/07/2020
FULANE SILVE,88890329,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-04,0,Negativo,Masculino,47,01/06/2020
FULANE SILVE,88890330,RUA LUGAR NENHUM,CanaÆ dos Caraj s,99999999,,2020-06-22,0,,Masculino,42,22/06/2020
FULANE SILVE,88890331,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-29,0,Negativo,Masculino,42,18/05/2020
FULANE SILVE,88890332,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-27,0,,Masculino,46,26/05/2020
FULANE SILVE,88890333,RUA LUGAR NENHUM,Mariana,99999999,,2020-06-03,0,Positivo,Masculino,53,03/06/2020
FULANE SILVE,88890334,RUA LUGAR NENHUM,Contagem,99999999,,2020-06-05,0,,Masculino,48,20/05/2020
FULANE SILVE,88890335,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-22,0,Negativo,Masculino,53,21/06/2020
FULANE SILVE,88890336,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-07-06,0,Negativo,Masculino,59,06/07/2020
FULANE SILVE,88890337,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-18,0,Negativo,Masculino,27,22/05/2020
FULANE SILVE,88890338,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-19,0,Negativo,Masculino,37,18/06/2020
FULANE SILVE,88890339,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-04,0,Negativo,Masculino,42,01/06/2020
FULANE SILVE,88890340,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-16,0,Negativo,Masculino,37,16/06/2020
FULANE SILVE,88890341,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-07-01,0,Negativo,Masculino,36,01/07/2020
FULANE SILVE,88890342,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-16,0,Negativo,Masculino,40,16/06/2020
FULANE SILVE,88890343,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-17,0,Negativo,Masculino,41,17/06/2020
FULANE SILVE,88890344,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-17,0,Negativo,Masculino,41,17/06/2020
FULANE SILVE,88890345,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-19,0,Negativo,Masculino,49,18/06/2020
FULANE SILVE,88890346,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-12,0,Negativo,Masculino,28,29/05/2020
FULANE SILVE,88890347,RUA LUGAR NENHUM,Curitiba,99999999,,2020-07-13,0,Negativo,Masculino,56,
FULANE SILVE,88890348,RUA LUGAR NENHUM,Mariana,99999999,,2020-06-05,0,Positivo,Masculino,43,05/06/2020
FULANE SILVE,88890349,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-17,0,Negativo,Masculino,52,17/06/2020
FULANE SILVE,88890350,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-07-17,0,Negativo,Masculino,58,02/07/2020
FULANE SILVE,88890351,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-09,0,Negativo,Masculino,53,09/03/2020
FULANE SILVE,88890352,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-16,0,Positivo,Masculino,34,16/06/2020
FULANE SILVE,88890353,RUA LUGAR NENHUM,SÆo Paulo,99999999,,2020-05-28,0,Negativo,Masculino,37,28/05/2020
FULANE SILVE,88890354,RUA LUGAR NENHUM,Itabira,99999999,,2020-06-17,0,Negativo,Masculino,31,25/05/2020
FULANE SILVE,88890355,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-22,0,Negativo,Masculino,19,22/06/2020
FULANE SILVE,88890356,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-04,0,Negativo,Masculino,37,01/06/2020
FULANE SILVE,88890357,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-07-01,0,Positivo,Masculino,47,24/06/2020
FULANE SILVE,88890358,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-31,0,Negativo,Masculino,47,28/05/2020
FULANE SILVE,88890359,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-31,0,Negativo,Masculino,39,29/05/2020
FULANE SILVE,88890360,RUA LUGAR NENHUM,SÆo Paulo,99999999,Cancelado,2020-05-26,0,Positivo,Masculino,44,21/05/2020
FULANE SILVE,88890361,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-15,0,Negativo,Masculino,30,31/05/2020
FULANE SILVE,88890362,RUA LUGAR NENHUM,Itabirito,99999999,,2020-05-07,0,Negativo,Masculino,34,02/05/2020
FULANE SILVE,88890363,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-25,0,Negativo,Masculino,29,25/06/2020
FULANE SILVE,88890364,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-10,0,Negativo,Masculino,52,10/06/2020
FULANE SILVE,88890365,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-02,0,,Masculino,48,27/05/2020
FULANE SILVE,88890366,RUA LUGAR NENHUM,Itabira,99999999,,2020-07-12,0,Negativo,Masculino,52,20/05/2020
FULANE SILVE,88890367,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-26,0,Negativo,Masculino,67,26/05/2020
FULANE SILVE,88890368,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-26,0,Negativo,Masculino,36,26/06/2020
FULANE SILVE,88890369,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-27,0,Negativo,Masculino,23,26/06/2020
FULANE SILVE,88890370,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-07-20,0,Negativo,Masculino,32,20/07/2020
FULANE SILVE,88890371,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-18,0,Negativo,Masculino,28,18/06/2020
FULANE SILVE,88890372,RUA LUGAR NENHUM,SÆo Paulo,99999999,,2020-06-12,0,Negativo,Masculino,50,28/05/2020
FULANE SILVE,88890373,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-17,0,Negativo,Masculino,44,17/06/2020
FULANE SILVE,88890374,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-17,0,Negativo,Masculino,32,17/06/2020
FULANE SILVE,88890375,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-25,0,Negativo,Masculino,33,24/06/2020
FULANE SILVE,88890376,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-30,0,Negativo,Masculino,26,30/05/2020
FULANE SILVE,88890377,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-15,0,Negativo,Masculino,15,15/05/2020
FULANE SILVE,88890378,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-23,0,Negativo,Masculino,32,23/06/2020
FULANE SILVE,88890379,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-03-20,0,,Masculino,22,17/03/2020
FULANE SILVE,88890380,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-07-04,0,,Masculino,20,03/07/2020
FULANE SILVE,88890381,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-27,0,Negativo,Masculino,45,26/06/2020
FULANE SILVE,88890382,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-07-14,0,Negativo,Feminino,56,14/07/2020
FULANE SILVE,88890383,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-03-23,0,,Feminino,54,20/03/2020
FULANE SILVE,88890384,RUA LUGAR NENHUM,SÆo Paulo,99999999,,2020-05-27,0,Negativo,Feminino,51,25/05/2020
FULANE SILVE,88890385,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-10,0,Negativo,Feminino,57,03/06/2020
FULANE SILVE,88890386,RUA LUGAR NENHUM,Mariana,99999999,,2020-06-16,0,Positivo,Feminino,55,09/06/2020
FULANE SILVE,88890387,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-10,0,Negativo,Feminino,49,07/06/2020
FULANE SILVE,88890388,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-07-19,0,Negativo,Feminino,56,11/07/2020
FULANE SILVE,88890389,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-08,0,Negativo,Feminino,48,03/06/2020
FULANE SILVE,88890390,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-03-23,0,,Feminino,73,19/03/2020
FULANE SILVE,88890391,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-07,0,Negativo,Feminino,55,21/05/2020
FULANE SILVE,88890392,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-03,0,Negativo,Feminino,71,03/06/2020
FULANE SILVE,88890393,RUA LUGAR NENHUM,Santa B rbara,99999999,,2020-06-26,0,Negativo,Feminino,47,26/06/2020
FULANE SILVE,88890394,RUA LUGAR NENHUM,Belo Horizonte,99999999,,2020-06-18,0,Positivo,Feminino,54,05/06/2020
FULANE SILVE,88890395,RUA LUGAR NENHUM,Mariana,99999999,,2020-06-16,0,Positivo,Feminino,54,09/06/2020
FULANE SILVE,88890396,RUA LUGAR NENHUM,Mariana,99999999,,2020-06-19,0,Negativo,Feminino,55,18/06/2020
FULANE SILVE,88890397,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-03-24,0,,Feminino,75,23/03/2020
FULANE SILVE,88890398,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-04-02,0,,Feminino,67,27/03/2020
FULANE SILVE,88890399,RUA LUGAR NENHUM,Itabirito,99999999,,2020-06-18,0,Negativo,Feminino,46,24/05/2020
FULANE SILVE,88890400,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-03-23,0,,Feminino,50,14/03/2020
FULANE SILVE,88890401,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-25,0,Negativo,Feminino,48,25/06/2020
FULANE SILVE,88890402,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-03-27,0,,Feminino,76,24/03/2020
FULANE SILVE,88890403,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-03-30,0,,Feminino,59,30/03/2020
FULANE SILVE,88890404,RUA LUGAR NENHUM,Mariana,99999999,,2020-05-26,0,,Feminino,47,23/05/2020
FULANE SILVE,88890405,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-24,0,Negativo,Feminino,60,20/04/2020
FULANE SILVE,88890406,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-03-23,0,,Feminino,75,15/03/2020
FULANE SILVE,88890407,RUA LUGAR NENHUM,Mariana,99999999,,2020-05-29,0,,Feminino,56,28/05/2020
FULANE SILVE,88890408,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-03-27,0,,Feminino,69,20/03/2020
FULANE SILVE,88890409,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-03-21,0,,Feminino,19,16/03/2020
FULANE SILVE,88890410,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-15,0,,Feminino,9,12/06/2020
FULANE SILVE,88890411,RUA LUGAR NENHUM,Itabirito,99999999,Cura,2020-06-26,0,Negativo,Feminino,10,22/06/2020
FULANE SILVE,88890412,RUA LUGAR NENHUM,Itabirito,99999999,,2020-04-28,0,,Feminino,21,24/04/2020
FULANE SILVE,88890413,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-03-25,0,,Feminino,55,15/03/2020
FULANE SILVE,88890414,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-07-01,0,Positivo,Feminino,57,23/06/2020
FULANE SILVE,88890415,RUA LUGAR NENHUM,Mariana,99999999,,2020-05-15,0,,Feminino,26,13/05/2020
FULANE SILVE,88890416,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-10,0,Negativo,Feminino,48,10/06/2020
FULANE SILVE,88890417,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-10,0,,Feminino,28,06/05/2020
FULANE SILVE,88890418,RUA LUGAR NENHUM,Mariana,99999999,,2020-07-10,0,Negativo,Feminino,54,09/07/2020
FULANE SILVE,88890419,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-14,0,Negativo,Feminino,30,26/05/2020
FULANE SILVE,88890420,RUA LUGAR NENHUM,Mariana,99999999,,2020-06-16,0,Positivo,Feminino,44,08/06/2020
FULANE SILVE,88890421,RUA LUGAR NENHUM,Itabirito,99999999,,2020-05-20,0,Negativo,Feminino,73,20/05/2020
FULANE SILVE,88890422,RUA LUGAR NENHUM,Mariana,99999999,,2020-06-13,0,,Feminino,83,13/06/2020
FULANE SILVE,88890423,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-15,0,Negativo,Feminino,95,28/04/2020
FULANE SILVE,88890424,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-03-26,0,,Feminino,2,21/03/2020
FULANE SILVE,88890425,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-17,0,Negativo,Feminino,58,17/06/2020
FULANE SILVE,88890426,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-07-02,0,Negativo,Feminino,62,02/07/2020
FULANE SILVE,88890427,RUA LUGAR NENHUM,Mariana,99999999,,2020-05-29,0,Positivo,Feminino,79,29/05/2020
FULANE SILVE,88890428,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-23,0,Negativo,Feminino,41,23/06/2020
FULANE SILVE,88890429,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-09,0,Negativo,Feminino,22,01/06/2020
FULANE SILVE,88890430,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-03-18,0,Negativo,Feminino,45,17/03/2020
FULANE SILVE,88890431,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-03-18,0,,Feminino,45,17/03/2020
FULANE SILVE,88890432,RUA LUGAR NENHUM,Ouro Preto,99999999,Cura,2020-07-06,0,Negativo,Feminino,35,04/07/2020
FULANE SILVE,88890433,RUA LUGAR NENHUM,Itabirito,99999999,,2020-03-27,0,,Feminino,19,25/03/2020
FULANE SILVE,88890434,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-29,0,Negativo,Feminino,12,26/05/2020
FULANE SILVE,88890435,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-11,0,,Masculino,36,10/06/2020
FULANE SILVE,88890436,RUA LUGAR NENHUM,Itabirito,99999999,Cura,2020-05-30,0,Negativo,Feminino,67,27/05/2020
FULANE SILVE,88890437,RUA LUGAR NENHUM,Belo Horizonte,99999999,,2020-06-04,0,Negativo,Feminino,34,04/06/2020
FULANE SILVE,88890438,RUA LUGAR NENHUM,SÆo Paulo,99999999,,2020-05-29,0,Negativo,Feminino,40,29/05/2020
FULANE SILVE,88890439,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-17,0,Negativo,Feminino,44,17/06/2020
FULANE SILVE,88890440,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-10,0,Negativo,Feminino,59,10/06/2020
FULANE SILVE,88890441,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-14,0,,Feminino,81,11/06/2020
FULANE SILVE,88890442,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-18,0,Negativo,Feminino,63,15/06/2020
FULANE SILVE,88890443,RUA LUGAR NENHUM,Mariana,99999999,,2020-05-01,0,,Feminino,49,24/04/2020
FULANE SILVE,88890444,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-07-14,0,,Feminino,51,13/07/2020
FULANE SILVE,88890445,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-16,0,Negativo,Feminino,49,16/06/2020
FULANE SILVE,88890446,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-29,0,Negativo,Feminino,41,24/05/2020
FULANE SILVE,88890447,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-16,0,Negativo,Feminino,23,15/06/2020
FULANE SILVE,88890448,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-03-20,0,,Feminino,19,15/03/2020
FULANE SILVE,88890449,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-03-18,0,,Feminino,25,17/03/2020
FULANE SILVE,88890450,RUA LUGAR NENHUM,Mariana,99999999,,2020-07-10,0,Positivo,Feminino,30,09/07/2020
FULANE SILVE,88890451,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-26,0,Negativo,Feminino,29,26/05/2020
FULANE SILVE,88890452,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-12,0,Negativo,Masculino,54,12/06/2020
FULANE SILVE,88890453,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-04,0,Negativo,Masculino,31,01/06/2020
FULANE SILVE,88890454,RUA LUGAR NENHUM,Mariana,99999999,,2020-05-27,0,,Feminino,41,23/05/2020
FULANE SILVE,88890455,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-03-23,0,,Feminino,54,14/03/2020
FULANE SILVE,88890456,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-06,0,Negativo,Feminino,36,05/06/2020
FULANE SILVE,88890457,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-12,0,Negativo,Masculino,30,29/05/2020
FULANE SILVE,88890458,RUA LUGAR NENHUM,Mariana,99999999,,2020-05-29,0,Positivo,Masculino,41,29/05/2020
FULANE SILVE,88890459,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-07-08,0,Negativo,Feminino,64,28/06/2020
FULANE SILVE,88890460,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-03-24,0,Negativo,Masculino,42,20/03/2020
FULANE SILVE,88890461,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-07,0,,Masculino,19,04/06/2020
FULANE SILVE,88890462,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-07-14,0,,Masculino,25,14/07/2020
FULANE SILVE,88890463,RUA LUGAR NENHUM,Itabira,99999999,,2020-06-17,0,Negativo,Masculino,29,25/05/2020
FULANE SILVE,88890464,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-18,0,Negativo,Masculino,23,
FULANE SILVE,88890465,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-05-30,0,Negativo,Masculino,24,30/05/2020
FULANE SILVE,88890466,RUA LUGAR NENHUM,Ouro Preto,99999999,Cura,2020-03-19,0,Negativo,Masculino,24,14/03/2020
FULANE SILVE,88890467,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-09,0,Negativo,Masculino,21,05/06/2020
FULANE SILVE,88890468,RUA LUGAR NENHUM,Nova Lima,99999999,,2020-06-23,0,Positivo,Feminino,40,23/06/2020
FULANE SILVE,88890469,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-17,0,Negativo,Masculino,24,17/06/2020
FULANE SILVE,88890470,RUA LUGAR NENHUM,SÆo Paulo,99999999,,2020-06-01,0,Negativo,Masculino,43,29/05/2020
FULANE SILVE,88890471,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-16,0,Negativo,Masculino,44,16/06/2020
FULANE SILVE,88890472,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-04,0,Negativo,Masculino,40,25/05/2020
FULANE SILVE,88890473,RUA LUGAR NENHUM,Ouro Preto,99999999,,2020-06-13,0,Negativo,Masculino,45,26/05/2020
